diagnosis_code,en_name ,ar_name ,category
,"Acute and transient psychotic disorder, multiple episodes, currently symptomatic","اضطراب ذهاني حاد وعابر ، نوبات متعددة ، تظهر أعراضه حاليا",Acute and transient psychotic disorder
,"Acute and transient psychotic disorder, multiple episodes, in partial remission","اضطراب ذهاني حاد وعابر ، نوبات متعددة ، في مغفرة جزئية",Acute and transient psychotic disorder
,"Acute and transient psychotic disorder, multiple episodes, in full remission","اضطراب ذهاني حاد وعابر ، نوبات متعددة ، في مغفرة كاملة",Acute and transient psychotic disorder
,"Acute and transient psychotic disorder, multiple episodes, unspecified","اضطراب ذهاني حاد وعابر ، نوبات متعددة ، غير محددة",Acute and transient psychotic disorder
,Other specified acute and transient psychotic disorder,اضطرابات ذهانية حادة وعابرة أخرى محددة,Acute and transient psychotic disorder
,"Acute and transient psychotic disorder, unspecified",اضطراب ذهاني حاد وعابر غير محدد تقريبا,Acute and transient psychotic disorder
,"Delusional disorder, unspecified",اضطراب وهمي غير محدد تقريبا,"induced
delusional disorder"
,Schizoaffective disorder,الاضطراب الفصامي العاطفي,"Schizoaffec
tive disorder"
,"Schizoaffective disorder, first episode","الاضطراب الفصامي العاطفي، النوبة الأولى","Schizoaffec
tive disorder"
,"Schizoaffective disorder, first episode, currently symptomatic","الاضطراب الفصامي العاطفي ، الحلقة الأولى ، تظهر أعراضه حاليا","Schizoaffec
tive disorder"
,"Schizoaffective disorder, first episode, in partial remission","الاضطراب الفصامي العاطفي، النوبة الأولى، في مغفرة جزئية","Schizoaffec tive
disorder"
,"Schizoaffective disorder, first episode, in full remission","الاضطراب الفصامي العاطفي ، النوبة الأولى ، في مغفرة كاملة","Schizoaffec
tive disorder"
,"Schizoaffective disorder, first episode, unspecified","الاضطراب الفصامي العاطفي، النوبة الأولى، غير محددة تقريبا","Schizoaffec
tive disorder"
,"Schizoaffective disorder, multiple episodes","الاضطراب الفصامي العاطفي ، نوبات متعددة","Schizoaffec tive
disorder"
,"Schizoaffective disorder, multiple episodes, currently symptomatic","الاضطراب الفصامي العاطفي ، نوبات متعددة ، تظهر أعراضها حاليا","Schizoaffec tive
disorder"
,"Schizoaffective disorder, multiple episodes, in partial remission","الاضطراب الفصامي العاطفي، نوبات متعددة، في مغفرة جزئية","Schizoaffec
tive disorder"
,"Schizoaffective disorder, multiple episodes, in full remission","الاضطراب الفصامي العاطفي، نوبات متعددة، في مغفرة كاملة","Schizoaffec tive
disorder"
,"Schizoaffective disorder, multiple episodes, unspecified","الاضطراب الفصامي العاطفي ، نوبات متعددة ، غير محددة","Schizoaffec tive
disorder"
,"Schizoaffective disorder, continuous",اضطراب الفصام العاطفي المستمر,"Schizoaffec
tive disorder"
,"Schizoaffective disorder, continuous, currently symptomatic","اضطراب الفصام العاطفي ، مستمر ، أعراض حاليا","Schizoaffec tive
disorder"
,"Schizoaffective disorder, continuous, in partial remission","اضطراب الفصام العاطفي ، مستمر ، في مغفرة جزئية","Schizoaffec tive
disorder"
,"Schizoaffective disorder, continuous, in full remission","اضطراب الفصام العاطفي ، مستمر ، في مغفرة كاملة","Schizoaffec tive
disorder"
,"Schizoaffective disorder, continuous, unspecified","اضطراب الفصام العاطفي ، مستمر ، غير محدد","Schizoaffec
tive disorder"
,Other specified schizoaffective disorder,اضطراب فصامي عاطفي محدد آخر,"Schizoaffec tive
disorder"
,"Schizoaffective disorder, unspecified",الاضطراب الفصامي العاطفي غير المحدد تقريبا,"Schizoaffec
tive disorder"
,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms","الاضطرابات العقلية أو السلوكية المرتبطة بالحمل أو الولادة أو النفاس ، دون أعراض ذهانية",Other non organic psychotic disorders
,"Other specified mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms","الاضطرابات العقلية أو السلوكية المحددة الأخرى المرتبطة بالحمل أو الولادة أو النفاس ، دون أعراض ذهانية",Other non organic psychotic disorders
,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms, unspecified","الاضطرابات العقلية أو السلوكية المرتبطة بالحمل أو الولادة أو النفاس، دون أعراض ذهانية، غير محددة",Other non organic psychotic disorders
,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, with psychotic symptoms","الاضطرابات العقلية أو السلوكية المرتبطة بالحمل أو الولادة أو النفاس ، مع أعراض ذهانية",Other non organic psychotic disorders
,Secondary psychotic syndrome,المتلازمة الذهانية الثانوية,Other non organic psychotic disorders
,"Secondary psychotic syndrome, with hallucinations","المتلازمة الذهانية الثانوية ، مع الهلوسة",Other non organic psychotic disorders
,"Secondary psychotic syndrome, with delusions","متلازمة الذهان الثانوية ، مع الأوهام",Other non organic psychotic disorders
,"Secondary psychotic syndrome, with hallucinations and delusions","المتلازمة الذهانية الثانوية ، مع الهلوسة والأوهام",Other non organic psychotic disorders
,"Secondary psychotic syndrome, with unspecified symptoms","متلازمة ذهانية ثانوية ، مع أعراض غير محددة","unspecified non organic
psychotic"
,"Manic mood symptoms in primary psychotic
disorders","أعراض المزاج الهوس في الذهان الأولي
الاضطرابات","Manic
episodes"
,"Secondary mood syndrome, with manic
symptoms","متلازمة المزاج الثانوي ، مع الهوس
الأعراض","Manic
episodes"
,Bipolar type I disorder,اضطراب النوع الأول ثنائي القطب,"Bipolar
disorders"
,"Bipolar type I disorder, current episode manic,
without psychotic symptoms","اضطراب ثنائي القطب من النوع الأول ، الهوس الحالي ،
بدون أعراض ذهانية","Bipolar
disorders"
,"Bipolar type I disorder, current episode manic,
with psychotic symptoms","اضطراب ثنائي القطب من النوع الأول ، الهوس الحالي ،
مع أعراض ذهانية","Bipolar
disorders"
,"Bipolar type I disorder, current episode
hypomanic","اضطراب النوع الأول ثنائي القطب ، الحلقة الحالية
الهوس الخفيف","Bipolar
disorders"
,"Bipolar type I disorder, current episode
depressive, mild","اضطراب النوع الأول ثنائي القطب ، الحلقة الحالية
الاكتئاب ، خفيف","Bipolar
disorders"
,"Bipolar type I disorder, current episode depressive, moderate without psychotic
symptoms","اضطراب النوع الأول ثنائي القطب ، النوبة الحالية الاكتئاب ، معتدل بدون ذهان
الأعراض",Bipolar disorders
,"Bipolar type I disorder, current episode depressive, moderate with psychotic symptoms","اضطراب ثنائي القطب من النوع الأول ، النوبة الحالية الاكتئاب ، معتدل مع أعراض ذهانية",Bipolar disorders
,"Bipolar type I disorder, current episode depressive, severe without psychotic symptoms","اضطراب ثنائي القطب من النوع الأول ، النوبة الحالية الاكتئاب ، شديد بدون أعراض ذهانية",Bipolar disorders
,"Bipolar type I disorder, current episode depressive, severe with psychotic symptoms","اضطراب ثنائي القطب من النوع الأول ، النوبة الحالية الاكتئاب ، الشديد مع أعراض الذهانية",Bipolar disorders
,"Bipolar type I disorder, current episode
depressive, unspecified severity","اضطراب النوع الأول ثنائي القطب ، الحلقة الحالية
الاكتئاب ، شدة غير محددة","Bipolar
disorders"
,"Bipolar type I disorder, current episode mixed,
without psychotic symptoms","اضطراب النوع الأول ثنائي القطب ، الحلقة الحالية مختلطة ،
بدون أعراض ذهانية","Bipolar
disorders"
,"Bipolar type I disorder, current episode mixed,
with psychotic symptoms","اضطراب النوع الأول ثنائي القطب ، الحلقة الحالية مختلطة ،
مع أعراض ذهانية","Bipolar
disorders"
,"Bipolar type I disorder, currently in partial remission, most recent episode manic or
hypomanic","اضطراب النوع الأول ثنائي القطب، حاليا في حالة مغفرة جزئية، أحدث نوبة هوس أو
الهوس الخفيف",Bipolar disorders
,"Bipolar type I disorder, currently in partial remission, most recent episode depressive","اضطراب ثنائي القطب من النوع الأول ، حاليا في مغفرة جزئية ، أحدث نوبة اكتئاب",Bipolar disorders
,"Bipolar type I disorder, currently in partial
remission, most recent episode mixed","اضطراب ثنائي القطب من النوع الأول، حاليا في حالة جزئية
مغفرة ، أحدث حلقة مختلطة","Bipolar
disorders"
,"Bipolar type I disorder, currently in partial remission, most recent episode unspecified","اضطراب ثنائي القطب من النوع الأول، حاليا في حالة مغفرة جزئية، أحدث نوبة غير محددة تقريبا",Bipolar disorders
,"Bipolar type I disorder, currently in full remission","اضطراب ثنائي القطب من النوع الأول، في حالة مغفرة كاملة حاليا","Bipolar
disorders"
,Other specified bipolar type I disorder,اضطراب ثنائي القطب من النوع الأول محدد آخر,"Bipolar
disorders"
,"Bipolar type I disorder, unspecified",اضطراب النوع الأول ثنائي القطب غير محدد تقريبا,"Bipolar
disorders"
,Bipolar type II disorder,اضطراب ثنائي القطب من النوع الثاني,"Bipolar
disorders"
,"Bipolar type II disorder, current episode
hypomanic","اضطراب ثنائي القطب من النوع الثاني ، الحلقة الحالية
الهوس الخفيف","Bipolar
disorders"
,"Bipolar type II disorder, current episode
depressive, mild","اضطراب ثنائي القطب من النوع الثاني ، الحلقة الحالية
الاكتئاب ، خفيف","Bipolar
disorders"
,"Bipolar type II disorder, current episode depressive, moderate without psychotic
symptoms","اضطراب ثنائي القطب من النوع الثاني ، الحلقة الحالية الاكتئاب ، معتدل بدون ذهان
الأعراض",Bipolar disorders
,"Bipolar type II disorder, current episode depressive, moderate with psychotic symptoms","اضطراب ثنائي القطب من النوع الثاني ، النوبة الحالية الاكتئاب ، معتدل مع أعراض ذهانية",Bipolar disorders
,"Bipolar type II disorder, current episode depressive, severe without psychotic symptoms","اضطراب ثنائي القطب من النوع الثاني ، النوبة الحالية الاكتئاب ، الشديد بدون أعراض ذهانية",Bipolar disorders
,"Bipolar type II disorder, current episode depressive, severe with psychotic symptoms","اضطراب ثنائي القطب من النوع الثاني ، النوبة الحالية الاكتئاب ، الشديد مع أعراض الذهانية",Bipolar disorders
,"Bipolar type II disorder, current episode
depressive, unspecified severity","اضطراب ثنائي القطب من النوع الثاني ، الحلقة الحالية
الاكتئاب ، شدة غير محددة","Bipolar
disorders"
,"Bipolar type II disorder, currently in partial remission, most recent episode hypomanic","اضطراب ثنائي القطب من النوع الثاني ، حاليا في مغفرة جزئية ، أحدث نوبة هوس خفيف",Bipolar disorders
,"Bipolar type II disorder, currently in partial remission, most recent episode depressive","اضطراب ثنائي القطب من النوع الثاني ، حاليا في مغفرة جزئية ، أحدث نوبة اكتئاب",Bipolar disorders
,"Bipolar type II disorder, currently in partial remission, most recent episode unspecified","اضطراب ثنائي القطب من النوع الثاني، حاليا في مغفرة جزئية، وآخر نوبة غير محددة تقريبا",Bipolar disorders
,"Bipolar type II disorder, currently in full
remission","اضطراب ثنائي القطب من النوع الثاني، كامل حاليا
مغفره","Bipolar
disorders"
,Other specified bipolar type II disorder,اضطراب ثنائي القطب من النوع الثاني محدد آخر,"Bipolar
disorders"
,"Bipolar type II disorder, unspecified",اضطراب ثنائي القطب من النوع الثاني غير محدد تقريبا,"Bipolar
disorders"
,Other specified bipolar or related disorders,اضطرابات ثنائية القطب أو اضطرابات أخرى ذات صلة,"Bipolar
disorders"
,"Bipolar or related disorders, unspecified","الاضطرابات ثنائية القطب أو ذات الصلة، غير محددة تقريبا","Bipolar
disorders"
,Current depressive episode persistent,نوبة الاكتئاب الحالية مستمرة,"Depressive
episode"
,Current depressive episode with melancholia,نوبة الاكتئاب الحالية مع الكآبة,"Depressive
episode"
,Single episode depressive disorder,النوبة الواحدة من اضطراب الاكتئاب,"Depressive
episode"
,"Single episode depressive disorder, mild","اضطراب اكتئابي واحد ، خفيف","Depressive
episode"
,"Single episode depressive disorder, moderate,
without psychotic symptoms","اضطراب اكتئابي حلقة واحدة ، معتدل ،
بدون أعراض ذهانية","Depressive
episode"
,"Single episode depressive disorder, moderate,
with psychotic symptoms","اضطراب اكتئابي حلقة واحدة ، معتدل ،
مع أعراض ذهانية","Depressive
episode"
,"Single episode depressive disorder, severe,
without psychotic symptoms","اضطراب اكتئابي حلقة واحدة ، شديد ،
بدون أعراض ذهانية","Depressive
episode"
,"Single episode depressive disorder, severe, with
psychotic symptoms","اضطراب اكتئابي واحد ، شديد ، مع
الأعراض الذهانية","Depressive
episode"
,"Single episode depressive disorder, unspecified
severity","اضطراب اكتئابي واحد ، غير محدد تقريبا
شده","Depressive
episode"
,"Single episode depressive disorder, currently in
partial remission","اضطراب اكتئابي حلقة واحدة، حاليا في
مغفرة جزئية","Depressive
episode"
,"Single episode depressive disorder, currently in
full remission","اضطراب اكتئابي حلقة واحدة، حاليا في
مغفرة كاملة","Depressive
episode"
,"Other specified single episode depressive
disorder","حلقة واحدة محددة أخرى الاكتئاب
اضطراب","Depressive
episode"
,"Single episode depressive disorder, unspecified","اضطراب اكتئابي واحد ، غير محدد تقريبا","Depressive
episode"
,"Recurrent depressive disorder, unspecified",اضطراب اكتئابي متكرر غير محدد تقريبا,"Depressive
episode"
,Recurrent depressive disorder,اضطراب الاكتئاب المتكرر,"Recurrent depressive
episode"
,"Recurrent depressive disorder, current episode mild","اضطراب اكتئابي متكرر ، حلقة حالية خفيفة","Recurrent depressive
episode"
,"Recurrent depressive disorder, current episode moderate, without psychotic symptoms","اضطراب اكتئابي متكرر ، الحلقة الحالية معتدلة ، بدون أعراض ذهانية","Recurrent depressive
episode"
,"Recurrent depressive disorder, current episode moderate, with psychotic symptoms","اضطراب اكتئابي متكرر, الحلقة الحالية معتدلة, مع أعراض ذهانية","Recurrent
depressive episode"
,"Recurrent depressive disorder, current episode severe, without psychotic symptoms","اضطراب اكتئابي متكرر ، نوبة حالية شديدة ، بدون أعراض ذهانية","Recurrent depressive
episode"
,"Recurrent depressive disorder, current episode severe, with psychotic symptoms","اضطراب اكتئابي متكرر, الحلقة الحالية شديدة, مع أعراض ذهانية","Recurrent
depressive episode"
,"Recurrent depressive disorder, current episode, unspecified severity","اضطراب اكتئابي متكرر ، نوبة حالية ، شدة غير محددة","Recurrent depressive
episode"
,"Recurrent depressive disorder, currently in partial remission","اضطراب اكتئابي متكرر، حاليا في مغفرة جزئية","Recurrent depressive
episode"
,"Recurrent depressive disorder, currently in full remission","اضطراب اكتئابي متكرر ، حاليا في مغفرة كاملة","Recurrent depressive
episode"
,Other specified recurrent depressive disorder,اضطراب اكتئابي متكرر محدد آخر,"Recurrent depressive
episode"
,Symptomatic and course presentations for mood episodes in mood disorders,العروض التقديمية للأعراض والدورة التدريبية لنوبات المزاج في اضطرابات المزاج,"Persistent mood (affective)di
sorders"
,Prominent anxiety symptoms in mood episodes,أعراض القلق البارزة في نوبات المزاج,"Persistent mood (affective)di
sorders"
,Panic attacks in mood episodes,نوبات الهلع في نوبات المزاج,"Persistent mood (affective)di
sorders"
,Seasonal pattern of mood episode onset,النمط الموسمي لبداية نوبة المزاج,"Persistent mood (affective)di
sorders"
,Other specified mood disorders,اضطرابات المزاج المحددة الأخرى,"Persistent mood (affective)di
sorders"
,Secondary mood syndrome,متلازمة المزاج الثانوي,"Persistent mood (affective)di
sorders"
,"Secondary mood syndrome, with depressive symptoms","متلازمة المزاج الثانوي ، مع أعراض الاكتئاب","Persistent mood (affective)di
sorders"
,"Secondary mood syndrome, with mixed symptoms","متلازمة المزاج الثانوي ، مع أعراض مختلطة","Persistent mood (affective)di
sorders"
,"Mood disorders, unspecified",اضطرابات مزاجية غير محددة تقريبا,"Other&uns pecified mood (affective)
disorder"
,Mood disorder induced by unknown or unspecified psychoactive substance,اضطراب المزاج الناجم عن مادة ذات تأثير نفساني غير معروف أو غير محدد,"Other&uns pecified mood (affective)
disorder"
,"Secondary mood syndrome, with unspecified symptoms","متلازمة المزاج الثانوي ، مع أعراض غير محددة","Other&uns pecified mood (affective)
disorder"
,"Anxiety or fear-related disorders, unspecified",اضطرابات مرتبطة بالقلق أو الخوف غير محددة تقريبا,"Phoibic
anxiety disorders"
,Specific phobia,رهاب محدد,"Phoibic
anxiety disorders"
,Social anxiety disorder,اضطراب القلق الاجتماعي,"Phoibic
anxiety disorders"
,Mixed depressive and anxiety disorder,اضطراب الاكتئاب والقلق المختلط,"Other
anxiety disorder"
,Generalised anxiety disorder,اضطراب القلق العام,"Other anxiety
disorder"
,Separation anxiety disorder,اضطراب قلق الانفصال,"Other
anxiety disorder"
,Other specified anxiety or fear-related disorders,اضطرابات أخرى محددة للقلق أو الخوف,"Other
anxiety disorder"
,Secondary anxiety syndrome,متلازمة القلق الثانوي,"Other anxiety
disorder"
,Obsessive-compulsive disorder,اضطراب الوسواس القهري,Obsessive- compulsive disorders
,Obsessive-compulsive disorder with fair to good insight,اضطراب الوسواس القهري مع البصيرة العادلة إلى الجيدة,Obsessive- compulsive disorders
,Obsessive-compulsive disorder with poor to absent insight,اضطراب الوسواس القهري مع ضعف البصيرة إلى غائبة,Obsessive- compulsive disorders
,"Obsessive-compulsive disorder, unspecified",اضطراب الوسواس القهري غير المحدد تقريبا,Obsessive- compulsive disorders
,Other specified obsessive-compulsive or related disorders,اضطرابات الوسواس القهري أو اضطرابات الوسواس القهري أو الاضطرابات ذات الصلة المحددة الأخرى,Obsessive- compulsive disorders
,"Obsessive-compulsive or related disorders, unspecified","اضطرابات الوسواس القهري أو اضطرابات ذات الصلة، غير محددة",Obsessive- compulsive disorders
,Secondary obsessive-compulsive or related syndrome,متلازمة الوسواس القهري الثانوية أو متلازمة ذات صلة,Obsessive- compulsive disorders
,"Bodily distress disorder, unspecified",اضطراب الضائقة الجسدية غير المحدد تقريبا,Somatofor m disorders
,Dissociative neurological symptom disorder,اضطراب الأعراض العصبية الانفصامية,"Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with visual disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب بصري","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with auditory disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب سمعي","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with vertigo or dizziness","اضطراب الأعراض العصبية الانفصامية ، مع الدوار أو الدوخة","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with other sensory disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب حسي آخر","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with non-epileptic seizures","اضطراب الأعراض العصبية الانفصامية ، مع نوبات غير الصرع","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with paresis or weakness","اضطراب الأعراض العصبية الانفصامية, مع شلل جزئي أو ضعف","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with gait disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب المشي","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with movement disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب الحركة","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with chorea","اضطراب الأعراض العصبية الانفصامية ، مع الرقص","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with myoclonus","اضطراب الأعراض العصبية الانفصامية ، مع الرمع العضلي","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with tremor","اضطراب الأعراض العصبية الانفصامية ، مع هزة أرضية","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with dystonia","اضطراب الأعراض العصبية الانفصامية ، مع خلل التوتر العضلي","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with facial spasm","اضطراب الأعراض العصبية الانفصامية ، مع تشنج الوجه","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with Parkinsonism","اضطراب الأعراض العصبية الانفصامية ، مع مرض باركنسون","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with other specified movement disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب حركي محدد آخر","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with unspecified movement disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب حركة غير محدد","Other neurotic
disorders"
,"Dissociative neurological symptom disorder, with cognitive symptoms","اضطراب الأعراض العصبية الانفصامية ، مع الأعراض المعرفية","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with other specified symptoms","اضطراب الأعراض العصبية الانفصامية، مع أعراض أخرى محددة","Other
neurotic disorders"
,"Dissociative neurological symptom disorder, with unspecified symptoms","اضطراب الأعراض العصبية الانفصامية ، مع أعراض غير محددة","Other neurotic
disorders"
,"Dissociative disorders, unspecified",اضطرابات انفصامية غير محددة تقريبا,"Other neurotic
disorders"
,Anorexia Nervosa,فقدان الشهية العصبي,"Eating
disorders"
,"Anorexia Nervosa with significantly low body
weight","فقدان الشهية العصبي مع انخفاض كبير في الجسم
ثقل","Eating
disorders"
,"Anorexia Nervosa with significantly low body weight, restricting pattern","فقدان الشهية العصبي مع انخفاض كبير في وزن الجسم ، وتقييد النمط",Eating disorders
,"Anorexia Nervosa with significantly low body weight, binge-purge pattern","فقدان الشهية العصبي مع انخفاض كبير في وزن الجسم ، نمط التطهير بنهم",Eating disorders
,"Anorexia Nervosa with significantly low body
weight, unspecified","فقدان الشهية العصبي مع انخفاض كبير في الجسم
الوزن غير محدد تقريبا","Eating
disorders"
,"Anorexia Nervosa with dangerously low body
weight","فقدان الشهية العصبي مع انخفاض الجسم بشكل خطير
ثقل","Eating
disorders"
,"Anorexia Nervosa with dangerously low body
weight, restricting pattern","فقدان الشهية العصبي مع انخفاض الجسم بشكل خطير
الوزن ، نمط تقييد","Eating
disorders"
,"Anorexia Nervosa with dangerously low body weight, binge-purge pattern","فقدان الشهية العصبي مع انخفاض خطير في وزن الجسم ، نمط التطهير بنهم",Eating disorders
,"Anorexia Nervosa with dangerously low body
weight, unspecified","فقدان الشهية العصبي مع انخفاض الجسم بشكل خطير
الوزن غير محدد تقريبا","Eating
disorders"
,"Anorexia Nervosa in recovery with normal body
weight","فقدان الشهية العصبي في التعافي مع الجسم الطبيعي
ثقل","Eating
disorders"
,Other specified anorexia Nervosa,فقدان الشهية العصبي المحدد الآخر,"Eating
disorders"
,"Anorexia Nervosa, unspecified",فقدان الشهية العصبي غير محدد تقريبا,"Eating
disorders"
,Bulimia Nervosa,الشره المرضي العصبي,"Eating
disorders"
,Binge eating disorder,اضطراب الأكل بشراهة,"Eating
disorders"
,Avoidant-restrictive food intake disorder,اضطراب تناول الطعام التجنبي المقيد,"Eating
disorders"
,Pica,بيكا,"Eating
disorders"
,Rumination-regurgitation disorder,اضطراب اجترار القلس,"Eating
disorders"
,Other specified feeding or eating disorders,اضطرابات التغذية أو الأكل المحددة الأخرى,"Eating
disorders"
,"Feeding or eating disorders, unspecified","اضطرابات التغذية أو الأكل، غير المحددة تقريبا","Eating
disorders"
,Chronic insomnia,الأرق المزمن,"Nonorganic sleep
disorder"
,Short-term insomnia,الأرق قصير المدى,"Nonorganic sleep
disorder"
,"Insomnia disorders, unspecified",اضطرابات الأرق غير المحددة تقريبا,"Nonorganic sleep
disorder"
,Narcolepsy,الخدار,"Nonorganic sleep
disorder"
,"Narcolepsy, Type 1","خدار ، النوع 1","Nonorganic sleep
disorder"
,"Narcolepsy, Type 2","الخدار ، النوع 2","Nonorganic sleep
disorder"
,"Narcolepsy, unspecified",خدار غير محدد تقريبا,"Nonorganic
sleep disorder"
,Idiopathic hypersomnia,فرط النوم مجهول السبب,"Nonorganic
sleep disorder"
,Kleine-Levin syndrome,متلازمة كلاين ليفين,"Nonorganic sleep
disorder"
,Hypersomnia due to a medical condition,فرط النوم بسبب حالة طبية,"Nonorganic sleep
disorder"
,Hypersomnia due to a medication or substance,فرط النوم بسبب دواء أو مادة,"Nonorganic
sleep disorder"
,Hypersomnia associated with a mental disorder,فرط النوم المرتبط باضطراب عقلي,"Nonorganic
sleep disorder"
,Insufficient sleep syndrome,متلازمة عدم كفاية النوم,"Nonorganic sleep
disorder"
,Other specified hypersomnolence disorders,اضطرابات فرط النوم المحددة الأخرى,"Nonorganic sleep
disorder"
,"Hypersomnolence disorders, unspecified",اضطرابات فرط النعاس غير المحددة تقريبا,"Nonorganic sleep
disorder"
,Central sleep apnoeas,انقطاع النفس النومي المركزي,"Nonorganic
sleep disorder"
,Primary central sleep apnoea,انقطاع النفس النومي المركزي الأولي,"Nonorganic
sleep disorder"
,Primary central sleep apnoea of infancy,انقطاع النفس النومي المركزي الأولي في مرحلة الطفولة,"Nonorganic sleep
disorder"
,Primary central sleep apnoea of prematurity,انقطاع النفس النومي المركزي الأولي من الخداج,"Nonorganic sleep
disorder"
,Central sleep apnoea due to a medical condition with Cheyne-Stokes breathing,توقف التنفس أثناء النوم المركزي بسبب حالة طبية مع تنفس شاين ستوكس,"Nonorganic
sleep disorder"
,Central sleep apnoea due to a medical condition without Cheyne-Stokes breathing,توقف التنفس أثناء النوم المركزي بسبب حالة طبية دون تنفس شاين ستوكس,"Nonorganic sleep
disorder"
,Central sleep apnoea due to high-altitude periodic breathing,انقطاع النفس النومي المركزي بسبب التنفس الدوري على ارتفاعات عالية,"Nonorganic sleep
disorder"
,Central sleep apnoea due to a medication or substance,انقطاع النفس النومي المركزي بسبب دواء أو مادة,"Nonorganic
sleep disorder"
,Treatment-emergent central sleep apnoea,انقطاع النفس النومي المركزي الناشئ عن العلاج,"Nonorganic sleep
disorder"
,Other specified central sleep apnoeas,انقطاع النفس النومي المركزي المحدد الآخر,"Nonorganic sleep
disorder"
,"Central sleep apnoeas, unspecified","انقطاع النفس النومي المركزي ، غير محدد تقريبا","Nonorganic sleep
disorder"
,Obstructive sleep apnoea,انقطاع النفس الانسدادي النومي,"Nonorganic
sleep disorder"
,Sleep-related hypoventilation or hypoxemia disorders,نقص التهوية المرتبط بالنوم أو اضطرابات نقص تأكسج الدم,"Nonorganic sleep
disorder"
,Congenital central alveolar sleep-related hypoventilation,نقص التنفس الخلقي المرتبط بالنوم السنخي المركزي,"Nonorganic
sleep disorder"
,Non-congenital central hypoventilation with hypothalamic abnormalities,نقص التهوية المركزية غير الخلقية مع تشوهات تحت المهاد,"Nonorganic sleep
disorder"
,Idiopathic central alveolar hypoventilation,نقص التهوية السنخية المركزية مجهول السبب,"Nonorganic sleep
disorder"
,Sleep-related hypoventilation due to a medication or substance,نقص التهوية المرتبط بالنوم بسبب دواء أو مادة,"Nonorganic
sleep disorder"
,Sleep-related hypoventilation due to medical condition,نقص التنفس المرتبط بالنوم بسبب حالة طبية,"Nonorganic
sleep disorder"
,Sleep-related hypoxemia due to a medical condition,نقص الأكسجة في الدم المرتبط بالنوم بسبب حالة طبية,"Nonorganic sleep
disorder"
,Other specified sleep-related hypoventilation or hypoxemia disorders,اضطرابات نقص التهوية أو نقص الأكسجة في الدم الأخرى المرتبطة بالنوم,"Nonorganic sleep
disorder"
,"Sleep-related hypoventilation or hypoxemia disorders, unspecified","نقص التنفس المرتبط بالنوم أو اضطرابات نقص الأكسجة في الدم ، غير محددة","Nonorganic
sleep disorder"
,Other specified sleep-related breathing disorders,اضطرابات التنفس الأخرى المرتبطة بالنوم,"Nonorganic sleep
disorder"
,"Sleep-related breathing disorders, unspecified","اضطرابات التنفس المرتبطة بالنوم ، غير المحددة تقريبا","Nonorganic sleep
disorder"
,Delayed sleep-wake phase disorder,اضطراب مرحلة النوم والاستيقاظ المتأخرة,"Nonorganic
sleep disorder"
,Advanced sleep-wake phase disorder,اضطراب مرحلة النوم والاستيقاظ المتقدم,"Nonorganic sleep
disorder"
,Irregular sleep-wake rhythm disorder,اضطراب نظم النوم والاستيقاظ غير المنتظم,"Nonorganic sleep
disorder"
,Non-24 hour sleep-wake rhythm disorder,اضطراب إيقاع النوم والاستيقاظ غير 24 ساعة,"Nonorganic sleep
disorder"
,"Circadian rhythm sleep-wake disorder, shift work type","اضطراب النوم والاستيقاظ الإيقاعي اليومي ، نوع العمل بنظام الورديات","Nonorganic
sleep disorder"
,"Circadian rhythm sleep-wake disorder, jet lag type","اضطراب النوم والاستيقاظ الإيقاعي اليومي، نوع اضطراب الرحلات الجوية الطويلة","Nonorganic sleep
disorder"
