uhia_code ,ar_name,en_name ,category,,,,,,,,,,,,,,,,,,
UHIA-3529,استئصال فتق اربي (جانب واحد),Inguinal Herniotomy (Unilateral),صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2220,إصلاح الالتواءات الخلقية بالأمعاء أو تداخل الأمعاء,Repair Of Intestinal Malrotation Or Intussusception,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2221,استئصال رتج ميكل أو قناة مساريقية سرية,Excision Of Mickel'S Diverticulum Or Omphalomesenteric Duct,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2222,استئصال ورم أرومي عصبي (نيوروبلاستوما ),Excision Of Neuroblastoma,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2223,إصلاح قيلة سُرية صغيرة (أقل من 5 سم),"Repair Of Small Omphalocele (Exomphalos Minor), Less Than 5Cm.",صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2224,إصلاح قيلة سُرية كبيرة (أكبر من 5 سم),"Repair Of Large Omphalocele Or Gastroschisis; With Removal Of Prosthesis, Final Reduction And Closure",صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2225,شق عضلة الصمام البابي للمعدة (اجراء مفتوح),Pyloromyotomy Congenital - Open,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2226,شق عضلة الصمام البابي للمعدة (منظار جراحي),Pyloromyotomy Congenital - Laparoscopic,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2227,تثبيت خصية مع فك التواءات,Orchiopexy With Detorsion Of Testis,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2228,إصلاح فتق سٌري خلقي,Congenital Umbilical Hernia Repair,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2229,استئصال زائدة لحمية بالسٌرة,Excision Of Umbilical Polyp/Granuloma ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2231,استئصال بقايا المريطاء (قناة جنينية موصلة بين المثانة و السرة),Removal Of Urachal Remnant ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2232,طهارة الاطفال الذكور بمخدر عام,Male Circumcision Under General Anesthesia,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2234,شق الصماخ البولي (قطع الصماخ),Meatotomy For Meatal Stenosis ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2235,استئصال أورام دموية - (هيمانجيوما),Excision Of Hemangioma ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2236,حقن مادة مصلبة بالمستقيم (اجراء مفتوح),Injection Sclerotherapy For Rectal Prolapse ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2237,توسيع مجرى البول عن طريق الشق لإصلاح ضيق الصمام / قناة مجرى البول الخلفية,Transurethral Incision For Posterior Urethral Stenosis/Valve ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2241,إصلاح ناسور بين القصبة الهوائية والمريء,Tracheoesophageal Fistula Repair ,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2242,تصريف كيس بنكرياسي كاذب,Pseudo Pancreatic Cyst Repair,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2244,استئصال كيس بالمبيض,Excision Of Ovarian Cyst,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2245,فغر (فتح) القولون (عمل فتحة تبرز),Colostomy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2246,فغر (فتح) الأعور عند مستوى الجلد (عمل فتحة تبرز),Cecostomy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2247,فغر (فتح) اللفائفي أو فغر الصائم (عمل فتحة تبرز),Ileostomy Or Jejunostomy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2248,فغر (فتح) المثانة فوق العانة لتفريغ المثانة,Suprapubic Cystostomy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2249,إزالة جسم غريب تحت الأشعة الموجهه,Foreign Body Extraction Under Imaging,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2250,إزالة جسم غريب بدون أشعة موجهه,Foreign Body Removal Without Imaging,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2251,أخذ عينة من الغدد الليمفاوية (اجراء مفتوح),Surgical Lymph Node Biopsy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-2252,استئصال زوائد لحمية بالشرج,Rectal Polypectomy,صفقات جراحة الأطفال,,,,,,,,,,,,,,,,,,
UHIA-0772,زراعة الكلى,Renal transplantation,زراعة الأعضاء,,,,,,,,,,,,,,,,,,
UHIA-0774,"زراعة النخاع ذاتي
الصفقة الشاملة لا تتضمن الأدوية التالية:
ATG- IVIG- MOZOBIL- Ambisome- Zavicefta- Nplate- Revolade- Noxafil- Valganciclovir",Autologous Bone Marrow Transplant,زراعة الأعضاء,,,,,,,,,,,,,,,,,,
UHIA-0775,"زراعة النخاع غير ذاتي (توافق كلي)
الصفقة الشاملة لا تتضمن الأدوية التالية:
ATG- IVIG- MOZOBIL- Ambisome- Zavicefta- Nplate- Revolade- Noxafil- Valganciclovir",Allogeneic Bone Marrow Transplant,زراعة الأعضاء,,,,,,,,,,,,,,,,,,
UHIA-0776,زراعة الكبد,Liver Transplantation,زراعة الأعضاء,,,,,,,,,,,,,,,,,,
UHIA-0332,عمليات القلب المفتوح (إصلاح العيوب الخلقية) -إصلاح تشوه خلقي في الصمام (بدون استخدام رقع او حلقات صناعية),Repair of congenital valve defect and \or ventricular outflow tract without using synthetic patches or rings,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0363,اخذ عينة من الرئة بالمنظار. ,Thoracoscopic lung biopsy,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0375,"تركيب جهاز شفط على الجروح
(لا يشمل المستلزمات) لليوم الواحد  بحد أقصى 3,000  (فقط ثلاثة الآف جنيه في الاسبوع)",Vacuum Assisted Closure of Wounds (Consumables are not included)- per day,خدمات بالقسم الداخلي,,,,,,,,,,,,,,,,,,
UHIA-0334,عمليات القلب المفتوح (اصلاح العيوب الخلقية) اصلاح الشرايين التاجية مخرج شاذ او مسار شاذ ,Repair of congenitally anomalous origin or course of one or more coronary arteries,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3648,اصلاح تشوهات القفص الصدري الخلقية باستخدام الجراحة,congenital chest deformities corrective surgery ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3649,منظار على الحيزوم ,mediastiscope without biopsy ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3732,منظار على الحيزوم مع سحب عينة,mediastiscope with biopsy ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3650,استخدام الصمام النسيجي (كونتيجرا) في عمليات اصلاح مخرج البطين القلبي  الايمن ,"Tissue Valve Contegra in repair of right ventricle outflow (e.g : rastelli type repair ,REV operation ..etc)",عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3651,اصلاح الشريان الاورطي  الصاعد  باستخدام  رقعة  حيوية او هيماشيلد ,repair of supravalvular aortic lesions using patch plasty or supracoronary conduits ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3652,اصلاح الشريان الاورطي النازل  باستخدام رقعة  او وصلة  هيماشيلد ,repair of descending aorta using patch or hemasheild ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3653,اصلاح الشرايين الرئوية  باستخدام رقعة  حيوية ,repair of  main pulmonary arteries including patch augmentation or unifocailzation of abberant vessels,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3654,اصلاح القوس الشرياني الاورطي  (نورود  او قوس ضامر ),repair of aortic arch lesions +/- hypolastic ascending aorta ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3655,اصلاح انعكاس الشرايين الكبرى (مستارد او سينينج),transposition of great vessels -atrial switch senning or mustard ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3656,اصلاح انعكاس الشرايين الكبرى شويتش او نيكايدو ,transposition of great vessels - arterial switch -nikadiodh ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3657,اصلاح انعكاس الاوردة الرئوية (العود الرئوي الشاذ الكامل ),total or hemianomalous pulmonary venous drainage repair ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3658,استخدام الوصلة البلاستيكية (انبوبة جورتكس: فونتان او سانو  ) في عمليات اصلاح العيوب القلبية  بالقلب المفتوح ,gortex tube use in repair use in congenital lesion repair as sano shunt or fontan total cavopulmonary connection ,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3659,عمليات القلب المفتوح (تغيير الصمام الأورطي) باستخدام  جهاز أوزاكي (كبار),Aortic Valve replacement using Ozaki Technique,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-3660,عمليات القلب المفتوح (تغيير الصمام الأورطي) باستخدام  جهاز أوزاكي مع رقعة (أطفال),Aortic Valve replacement using Ozaki Technique  with Synthetic patch (Pediatric),عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0367,"استئصال ضلع صدري او أكثر بواسطة الجراحة
(على ألا تكون جزء من عملية أخرى)",Total or partial resection of a rib or more by surgery (As a separate surgical procedure),عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0333,عمليات القلب المفتوح (اصلاح العيوب الخلقية) - اصلاح تشوه خلقي بالصمام القلبي او مخرج البطين باستخدام رقع او حلقات صناعية,Repair of a congenital valve defect and/ or ventricular outflow using synthetic patches or rings‍,عمليات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0767,علاج بالصدمة الكهربائية تحت مخدر عام.,Electroconvulsive Therapy,صفقات المخ والأعصاب,,,,,,,,,,,,,,,,,,
UHIA-2174,صبغة أشعة مقطعية ,Iodinated Contrast Medium,الاشعة المقطعية-صبغة,,,,,,,,,,,,,,,,,,
UHIA-2179,مسح ذرى بوزيترونى ,PET CT,أشعة المسح الذرى,,,,,,,,,,,,,,,,,,
UHIA-3721,مسح ذرى بوزيترونى بالجاليوم,Gallium Dotatae PET CT,أشعة المسح الذرى,,,,,,,,,,,,,,,,,,
UHIA-3722,مسح ذرى بوزيترونى لأورام البروستات,PET Imaging for Prostate Cancer (PSMA-Prostate Specific Membrane Antigen),أشعة المسح الذرى,,,,,,,,,,,,,,,,,,
UHIA-2290,أشعة عادية على العمود الفقري بدون صبغه,X-Ray Of Spine,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1403,أشعة تداخلية حقن الضفيرة العصبية بالبطن تحت الأشعة المقطعية,Percutaneous Injection Into Gastric Plexuses - CT Guidance,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1406,أشعة تداخلية حقن دوالي الخصية بالقسطرة,Percutaneous Injection Into Scrotal Varices With Catheter - Interventional Rad.,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1407,أشعة تداخلية حقن علاجي لمادة مشعة بشريان الكبد,Percutaneous Injection Into Hepatic Artery Using Radioactive Material - Interventional Rad.,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1411,أشعة تداخلية سد شريان الطحال,Percutaneous Splenic Artery Embolization - Interventional Rad.,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1412,أشعة تداخلية فحص شريان الكبد باستخدام الجاما كاميرا,Percutaneous Liver Angiography With Gamma Cam - Interventional Rad.,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1414,أشعة تداخلية كي بالميكروويف لأورام الكبد بدون سعر الإبرة,Percutaneous Microwave Ablation Of Liver Tumor - Interventional Rad.,الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-3450,أشعة تداخلية - حقن مادة مشعة للشرايين باستخدام القسطرة (جلسة علاجية),Interventional Radiology - Transcatheter injection of Radio isotope (Radioembolization) ( Theraputic session ),الاشعة التداخلية,,,,,,,,,,,,,,,,,,
UHIA-1134,أشعة بالصبغة على الفقرات الصدرية,X-Ray-Thoracic Myelogram,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1135,أشعة بالصبغة على الفقرات العنقية,X-Ray-Cervical Myelogram,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1136,أشعة بالصبغة على الفقرات القطنية,X-Ray-Lumbar Myelography,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1137,أشعة بالصبغة على الفقرات كاملة,X-Ray-Whole Spines Muelography,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1147,أشعة عادية على المرارة,Biliary Tract X-Ray,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1173,أشعة عادية على العين (وضع واحد),X-Ray Of Eye. One View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1174,أشعة عادية على العين (وضعين),X-Ray Of Eye. Two Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1193,أشعة عادية على النتوء الحلمي (وضعين),X-Ray Sella Mastoid ( One View),الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1205,اشعة على الحالب,"X-Ray Of The Urinary System, Ureter",الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1032,أشعة مقطعية على أوردة وشرايين المخ بدون سعر الصبغة,CT Angiography And Venography Of Brain-With Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1036,أشعة مقطعية تحضيرية لمرضى زراعة القوقعة بدون سعر الصبغة,CT Cochlea - Cochlear Implantation,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1038,أشعة مقطعية على أوردة الأطراف العلوية بدون سعر الصبغة,CT Upper Limb Venography – With Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1056,أشعة مقطعية على الغدة اللعابية بالصبغة,CT Salivaries With Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1057,أشعة مقطعية على الغدة النكفية – مقطعية,CT Parotid Glands With Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1058,أشعة مقطعية على القنوات المرارية بالصبغة بالأنبوبة,CT T. Tube Cholongiofgram With Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1063,أشعة مقطعية على الرئة,Lung Ct Scan,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1079,أشعة مقطعية على الكلى,CT Of Kidney,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1080,أشعة مقطعية على الغدد الليمفاوية,CT Lymph Node,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0980,أشعة مقطعية تدخلية - التخدير,Intravenous Anesthesia,الاشعة المقطعية-تخدير,,,,,,,,,,,,,,,,,,
UHIA-1339,موجات صوتية تدخلية - تركيب قسطرة لتفريغ محتويات خراج أو تجمع,Percutaneous Drainage With Catheter Insertion - US Guidance,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1381,موجات صوتية على مفصل الكتف طرفين,Ultra Sound On Shoulder Both Joints,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1382,موجات صوتية على مفصل الكوع طرفين,Ultra Sound On Elbow Both Joints,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1383,موجات صوتية على مفصل الرسغ طرفين,Ultra Sound On Wrist Both Joints,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1384,موجات صوتية على مفصل الفخذ طرفين,Ultra Sound On Hip Both Joints,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1385,موجات صوتية على مفصل الركبة طرفين,Ultra Sound On Knee Both Joints,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1083,دوبلر على الشريان الأورطي و فروعه,Doppler Ultrasound Of Aorta,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1089,دوبلر على وصلة شريان وريدية,Arterio-Venous Shunt Doppler,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1093,دوبلر على أوردة الابط,Axillary Vein Doppler,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1094,دوبلر على أوردة الرقبة,Doppler Of Vein Of Head And Neck,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1100,دوبلر ملون على الأوعية الدموية بالرقبة,Color Doppler Ultrasound Of The Neck,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1101,دوبلر ملون على الأوعية الدموية للأمعاء,Doppler Of Small Intestine,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1102,دوبلر ملون على الأوعية الدموية للكلى,Doppler Of Renal Vessels,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1104,دوبلر ملون على الثدي,Colored Doppler Breast,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1106,دوبلر ملون على الأوعية الدموية للحوض,Color Doppler For Pelvic Vess,أشعة بالموجات صوتية /  ودوبلر,,,,,,,,,,,,,,,,,,
UHIA-1248,أشعة رنين مغناطيسي طيفي علي المخ + تشبع,MRI Brain Spectroscopy,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1296,أشعة رنين مغناطيسي علي مفصل اليدين,"MRI Wrist Joint, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1214,أشعة رنين مغناطيسي على الجهاز العضلي الحركي,MRI Musculoskeletal System,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1215,أشعة رنين مغناطيسي على الحنجرة,MRI Larynx,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1243,رنين على الطرفيين السفليين,MRI Lower Limb; Bilateral,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1249,أشعة رنين مغناطيسي على عظام الوجه,MRI Of Facial Bone,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1252,أشعة رنين مغناطيسي على الركبتين,"MRI Of Knee Joint, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1255,أشعة رنين مغناطيسي على الثدي – وضع واحد,MRI Of Breast. One View,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1265,أشعة رنين مغناطيسي على المخ والأذن الداخلية,MRI Brain& Inner Ear,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1266,أشعة رنين مغناطيسي على المخ والبلعوم الأنفي,MRI Brain& Nasopharynx,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-3731,أشعة رنين مغناطيسي على البلعوم الأنفي,MRI Nasopharynx,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1267,أشعة رنين مغناطيسي على المخ والجيوب الأنفية,MRI Brain& Paranasal Sinus,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1268,أشعة رنين مغناطيسي على المخ والحجاج,MRI Brain&Orbit,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1269,أشعة رنين مغناطيسي على المخ والسرج تركى,MRI Brian +Sella Turcica,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1271,أشعة رنين مغناطيسي على المسالك البولية,MRI Urinary System,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1272,أشعة رنين مغناطيسي على جذع المخ والفقرات العنقية,MRI Cervical Spine& Brainstem,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1281,أشعة رنين مغناطيسي علي الذراعين,"MRI Upper Arm, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1282,أشعة رنين مغناطيسي علي الساعدين,"MRI Forearm, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1283,أشعة رنين مغناطيسي علي الساقين,"MRI Leg,Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1284,أشعة رنين مغناطيسي علي الفخذين,"MRI Thigh,Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1285,أشعة رنين مغناطيسي علي القدمين,"MRI Joint Of Foot Or Toes, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1290,أشعة رنين مغناطيسي علي اليدين,MRI Hands: Bilateral,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1291,أشعة رنين مغناطيسي علي جذع المخ,MRI Brainstem,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1293,أشعة رنين مغناطيسي علي مفصل الكاحلين,"MRI Ankle Joint,Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1294,أشعة رنين مغناطيسي علي مفصل الكتفين,"MRI Shoulder Joint, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1295,أشعة رنين مغناطيسي علي مفصل الكوعين,"MRI Elbow Joint, Bilateral",أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1301,أشعة رنين مغناطيسي لتحديد أورام المستقيم,MRI Rectum,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2176,العلاج الكيمائي عن طريق جهاز HIPEC ,Hyperthermia Intra Peritoneal Chemotherapy (Hipec),خدمات العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-2176-1,العلاج الكيمائي عن طريق جهاز HIPEC  بدون استئصال الورم,Hyperthermia Intra Peritoneal Chemotherapy (Hipec),خدمات العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-2180,علاج الأورام باستخدام مشرط جاما الجراحي (بدون ماسك),Gamma knife (Without mask),خدمات العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-3527,علاج الأورام باستخدام مشرط جاما الجراحي (بماسك),Gamma knife (with Mask),خدمات العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-3528,جلسة ثانية علاج الأورام باستخدام مشرط جاما الجراحي,Gamma knife- Second session,خدمات العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-1842,خدمات العلاج الإشعاعي للأورام -العلاج الثنائي( 1- تخطيط  / 2- قناع تثبيت/3- قوالب حمايه),(Radiotherapy 2D )(Treatment Planning System /Mask/Protection Mould),خدمات العلاج الإشعاعي ,,,,,,,,,,,,,,,,,,
UHIA-1845,خدمات العلاج الإشعاعي للأورام -العلاج الثنائي-4 الجلسات : ( 5 جلسات أسبوعيا ),One Week Treatment With 2D Radiotherapy - 5 Sessions,خدمات العلاج الإشعاعي ,,,,,,,,,,,,,,,,,,
UHIA-1846,خدمات العلاج الإشعاعي للأورام -العلاج الثلاثي( 1- الحسابات الفزيائية  / 2-المحاكي/3- قناع الوجه والعنق),(Radiotherapy 3D )(Treatment Planning System /Ct Simulation Head & Neck Mask,خدمات العلاج الإشعاعي ,,,,,,,,,,,,,,,,,,
UHIA-1850,خدمات العلاج الإشعاعي للأورام -متعدد الشدة( 1- الحسابات الفزيائية  / 2-المحاكي/3- قناع الوجه والعنق),(Radiotherapy Imrt )(Treatment Planning System /Ct Simulation Head & Neck Mask,خدمات العلاج الإشعاعي ,,,,,,,,,,,,,,,,,,
UHIA-0979," فصل البلازما (سعر الخدمة لا يشمل سعر الالبومين أو البلازما، ويتم صرفه وفقاً للبروتوكول المُعتمد من الهيئة العامة للتأمين الصحي الشامل)",Plasmapheresis (doesn't include the albumin or Plasma),خدمات الغسيل الكلوي,,,,,,,,,,,,,,,,,,
UHIA-2195,العلاج الإشعاعي الداخلي عن قرب بالرحم بالتخدير,Destruction Of Lesion by Insertion of Brachytherapy Applicator into Uterus ,العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-2196,العلاج الإشعاعي الداخلي عن قرب بعنق الرحم بالتخدير,Destruction Of Lesion by Insertion of Brachytherapy Applicator into Cervix – With Anesthesia ,العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-2196-1,العلاج الإشعاعي الداخلي عن قرب بعنق الرحم بدون تخدير,Destruction Of Lesion by Insertion of Brachytherapy Applicator into Cervix – Without Anesthesia ,العلاج الإشعاعي,,,,,,,,,,,,,,,,,,
UHIA-2006,تصوير حنجري,Laryngeal photogrpahy,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2008,اختبار لغة,Language test,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2009,تحليل صوت بالكمبيوتر,Voice analysis,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2011,اختبار الوعي اللفظي,Phonological awareness test,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2012,اختبار عسر القراءة,Dyslexia screening test,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2013,تصوير اللهاة بمنظار أنفي,"Assessment of velopharyngeal valve
by flexible nasopharyngoscopy",عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2016,حقن الثنايا الصوتيه بالبوتوكس(غير شامل مادة الحقن),Vocal fold injection by BOTOX,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2017,تقييم وظائف البلع,Assessment of swallowing functions,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-1537,جلسة ارشادية,Speech Therapy Session,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-1538,جلسة تأهيل تخاطبي فردية (وتشمل جلسات تأهيل التأخر اللغوي وتدهور اللغة وأمراض النطق وإضطرابات الصوت وصعوبات التعلم),"Individual Phoniatric Rehabilitation
Session",عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-1539,جلسة تأهيل تخاطبي جماعية,"Group Phoniatric Rehabilitation
Session",عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-1541,اختبار الخنف,Nasal Speech Test ( Hypernasality ),عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-1542,اختبار ادراك ووعى,Cognitive Function Test,عيادة التخاطب,,,,,,,,,,,,,,,,,,
UHIA-2018,رسم كهربي لعضلة العين,Electromyography [Emg] Of Ocular Muscles,عيادة الرمد,,,,,,,,,,,,,,,,,,
UHIA-2019,تسليك الكيس الدمعي,Dilation Of Tear Duct Opening,عيادة الرمد,,,,,,,,,,,,,,,,,,
UHIA-2021,إزالة كيس دهني بالعين,Excision Of Chalazion,عيادة الرمد,,,,,,,,,,,,,,,,,,
UHIA-2028,استئصال جزء من الظفر بمخدر موضعي,Partial Excision of ingrowing nail - local anesthesia,عيادة الجراحة العامة,,,,,,,,,,,,,,,,,,
UHIA-1859,استخدام المرتبة الهوائية,AIR MATRESS,خدمات بالقسم الداخلي,,,,,,,,,,,,,,,,,,
UHIA-1863,جهاز سباب,CPAP,خدمات بالقسم الداخلي,,,,,,,,,,,,,,,,,,
